FONDO;CONCURSO;ANIO;CONTRATO;TITULO;FECHA_INICIO;FECHA_FIN;NOMBRE_SOLICITANTE;DISTRITO;PROVINCIA;DEPARTAMENTO;UBIGEO;MONTO_RNR;MONTO_FINANCIERO;MONTO_NO_FINANCIERO;MONEDA;FECHA_CORTE;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;582-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N HACCP DEL SERVICIO DE PREPARACIÃ“N DE ALIMENTOS DE LA CONCESIONARIA A;20171103;20190503;CONCESIONARIA A & D E.I.R.L.;JACOBO HUNTER;AREQUIPA;AREQUIPA;40107;36226.2699;14317.73;22000;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;583-FIDECOM-INNOVATEPERU-CMCEI-2017;"IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DEL SISTEMA HACCP PARA LA LÃNEA DE PROCESAMIENTO DE ACEITE DE OLIVA EXTRA VIRGEN\; VIRGEN\; PURO Y REFINADO DE RÃO MAGDALENA S.A.C.";20171030;20190130;RIO MAGDALENA S.A.C.;BARRANCO;LIMA;LIMA;150104;37466.1;11933.9;25680;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;584-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DEL SISTEMA DE GESTIÃ“N DE LA INOCUIDAD HACCP PARA REDUCIR EL NIVEL DE DEVOLUCIÃ“N DE CAFÃ‰ PERGAMINO POR EL CLIENTE CAUSADO POR CONTAMINACIÃ“N DE HONGOS A 0%;20171020;20181020;ROMERO SORIA SANDRA BETTY;MAZAMARI;SATIPO;JUNIN;120604;39997.47;15502.53;24948;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;585-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA NORMA ISO 9001:2015 EN EMPRESA DE EJECUCIÃ“N DE OBRAS CIVILES SERMICON S.R.L.;20171103;20190203;SERV. MECANICO INDUSTRIAL HNOS CONDO SRL;ESPINAR;ESPINAR;CUSCO;80801;32084.74;16396.04;16760;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;586-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACION Y CERTIFICACIÃ“N BPM DE LA PLANTA DE LA EMPRESA AGROINDUSTRIALES Y SERVICIOS GENERALES EL PARAISO;20171020;20190420;EMPRESA AGROINDUSTRIAL Y SERVICIOS GENERALES EL PARAISO S.A.;MAJES;CAYLLOMA;AREQUIPA;40520;39987.63;17412.37;24120;SOLES;20230706;;;;
FOMITEC;CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES;2017;587-INNOVATEPERU-EIN-2017;ARANYAY;20171213;20190629;"ROSSI ARATA\; VANESSA REGINA";;;;;53900;15400;7700;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;588-FIDECOM-INNOVATEPERU-CMCEI-2017;OBTENCIÃ“N DE LA IMPLEMENTACION Y CERTIFICACIÃ“N DE LA NORMA ISO 9001:2015 PARA LA MEJORA DE LA CALIDAD DE LA EMPRESA Ã“PTIMA GRAFICA E.I.R.L.;20171103;20190403;OPTIMA GRAFICA E.I.R.L.;YANAHUARA;AREQUIPA;AREQUIPA;40126;42199.27;17400.73;24800;SOLES;20230706;;;;
FINCYT II;MISIONES TECNOLÃ“GICAS;2017;589-INNOVATEPERU-MT-2017;\MISIÃ“N TECNOLÃ“GICA A BOGOTÃ\;" COLOMBIA PARA PARTICIPACIÃ“N EN EL \""I CONGRESO INTERNACIONAL DE INVESTIGACION Y EXTENSION EN CIENCIAS DE LA INGENIERIA\""\";" \""II SIMPOSIO INTERNACIONAL DE INGENIER A AGROINDUSTRIAL PARA EL DESARROLLO\"" Y \""II ENCUENTRO AGRÃ“NICA 2017\"" EN LA FUNDACIÃ“N UNIVERSITARIA AGRARIA DE COLOMBIA (BOGOTÃ\";" COLOMBIA)""";20171022;20180122;AGRO-INDUSTRIAS PILKO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;HUANUCO;HUANUCO;HUANUCO;100101;11105;7553;3552;DOLARES;20230706;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;590-FIDECOM-INNOVATEPERU-CMCEI-2017;OBTENCIÃ“N DE LA CERTIFICACIÃ“N E IMPLEMENTACION DEL SISTEMA DE GESTIÃ“N DE CALIDAD EN LOS PROCESOS OPERATIVOS DE LA EMPRESA INNOVACIÃ“N S.A.C.;20171103;20190503;INNOVACION SOCIEDAD ANONIMA CERRADA - I S.A.C.;AREQUIPA;AREQUIPA;AREQUIPA;40101;43985;18125;25900;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;591-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N DEL SGC SEGÃšN LA NORMA ISO 9001:2015 EN GREENPRINT CONSULTANTS EIRL;20171102;20190502;GREENPRINT CONSULTANTS EIRL;LIMA;LIMA;LIMA;150101;31000;11020;19980;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;592-FIDECOM-INNOVATEPERU-CMCEI-2017;?IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE UN SISTEMA DE GESTIÃ“N DE LA SEGURIDAD Y SALUD EN EL TRABAJO BASADO EN LA NORMA OHSAS 18001 EN EMPRESA DE OBRAS CIVILES Y COMPLEMENTARIAS?;20171101;20200430;SERVICIOS GENERALES ZIRZA S.A.C.;LIMA;LIMA;LIMA;150101;33203;12741;21025;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;593-FIDECOM-INNOVATEPERU-CMCEI-2017;"IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DEL SISTEMA DE GESTIÃ“N DE LA CALIDAD DE LA EMPRESA DEYFOR EIRL\; BASADO EN LA NORMA ISO 9001:2015\; PARA LA PRESTACIÃ“N DE SERVICIOS DE MANTENIMIENTO DE INFRAESTRUCTURAS\; EJECUCIÃ“N DE PROYECTOS CIVILES Y ELECTROMECÃNICOS";20171103;20190203;DEYFOR EIRL;CAJAMARCA;CAJAMARCA;CAJAMARCA;60101;41900.85;20776.15;26078;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;595-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N DE UN SISTEMA DE GESTIÃ“N DE LA CALIDAD EN BASE A LA NORMA ISO 9001:2015 PARA LA EMPRESA NDT INNOVATIONS PERU S.A.C.;20171115;20181115;NDT INNOVATIONS PERU S.A.C.;PACHACAMAC;LIMA;LIMA;150123;39110;17854;21320;SOLES;20230706;;;;
FOMITEC;CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES;2017;596-INNOVATEPERU-EIN-2017;NUTRINNOVA;20171201;20200331;ALAVEDRA FLORES CAROL ALESSANDRA;SANTA;SANTA;ANCASH;21808;55000;15714.29;7857.14;SOLES;20230706;;;;
FOMITEC;FOMENTO DE CAPITAL DE RIESGO EN EMPRENDIMIENTO DINÃMICOS Y DE ALTO IMPACTO;2017;597-INNOVATEPERU-FCR-2017;CAPIA VENTURES I;20180110;20190310;CAPIA SOCIEDAD ADMINISTRADORA DE FONDOS DE INVERSION S.A.- CAPIA SAFI S.A.;MIRAFLORES;LIMA;LIMA;150122;291992.9;200223;0;SOLES;20230706;;;;
FINCYT II;PREPARACION PARA ACREDITACION DE LABORATORIOS;2017;598-INNOVATEPERU-PPAL-2017;PROYECTO DE ACREDITACIÃ“N E IMPLEMENTACIÃ“N DEL LABORATORIO DE CALIBRACIÃ“N  SERMED INGENIEROS E.I.R.L.;20171205;20190805;SERMED INGENIEROS EIRL;YANAHUARA;AREQUIPA;AREQUIPA;40126;131010;83300;116080;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;599-FIDECOM-INNOVATEPERU-CMCEI-2017;OBTENCIÃ“N DE LA CERTIFICACIÃ“N DE GESTIÃ“N DE PROCESOS ISO 9001:2015 PARA LA EMPRESA LIMPIE SAC;20171103;20190303;LIMPIE S.A.C.;BARRANCO;LIMA;LIMA;150104;38500;18468;25800;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;600-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACION Y CERTIFICACION  BPM DE LA EMPRESA AZIRY SCRL DEDICADA A LA PRODUCCIÃ“N DE ALIMENTOS COCIDOS;20171103;20190603;AZIRY SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;150132;36203.38;10746.62;25800;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;602-FIDECOM-INNOVATEPERU-CMCEI-2017;\IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N RAINFOREST ALLIANCE EN LA EMPRESA ESPÃRRAGOS DEL PERÃš S.A.C.\;" PARA INGRESAR AL MERCADO EUROPEO Y ASIÃTICO\""""";20171101;20190101;ESPARRAGOS DEL PERU S.A.C.;MIRAFLORES;HUAMALIES;HUANUCO;100506;44999.995;19100;25900;SOLES;20230706;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;603-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N DE CERTIFICACIÃ“N ORGÃNICA EN LA ASOCIACIÃ“N DE PRODUCTORES AGROPECUARIOS &QUOT;;;;;;;;;;;;;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;604-FIDECOM-INNOVATEPERU-CMCEI-2017;"IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DEL SISTEMA DE GESTIÃ“N HACCP PARA LA LINEA DE PRODUCCIÃ“N DE AGUA DE MESA\; EN LA EMPRESA BODEGAS PERÃš S.A.C.";20171031;20201031;BODEGAS PERU SOCIEDAD ANONIMA CERRADA-BODEGAS PERU S.A.C.;JESUS MARIA;LIMA;LIMA;150113;44390;19510;25775;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;605-FIDECOM-INNOVATEPERU-CMCEI-2017;"IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA ISO 9001:2015 EN EMPRESA DE MANTENIMIENTO\; REPARACIÃ“N Y SERVICIO ELECTROMECÃNICO DE LA REGIÃ“N AREQUIPA";20171102;20190502;ABM ELECTRIC S.R.L.;CERRO COLORADO;AREQUIPA;AREQUIPA;40104;34626.27;13517.73;21150;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;606-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA NORMA ISO 9001:2015 EN LA EMPRESA CLB TECNO LOGICA S.A.C.;20171031;20181031;CLB TECNO LOGICA S.A.C;SAN LUIS;LIMA;LIMA;150134;33127.12;12612.88;20700;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;607-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE BUENAS PRÃCTICAS DE MANUFACTURA Y GESTIÃ“N - BPM;20171031;20190331;ROJAS TAIPE VICTOR ALCOQUI;SAN JUAN DE LURIGANCHO;LIMA;LIMA;150132;36479.66;11796.34;24820;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;608-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA ISO 9001:2015 EN EMPRESA DE GESTION DE OPERACIONES Y MANTENIMIENTO DE PLANTAS INDUSTRIALES;20171103;20190203;PUBLISUR TORRES S.R.L.;ESPINAR;ESPINAR;CUSCO;80801;36266.27;15927.73;20600;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;609-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA NORMA OHSAS 18001:2007 EN LA EMPRESA METALURGICA QUIMICA S.A.C.;20171229;20190629;METALURGICA QUIMICA S.A.C.;AREQUIPA;AREQUIPA;AREQUIPA;40101;44000;18105;25895;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;611-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE UN SISTEMA DE GESTIÃ“N DE LA CALIDAD EN BASE A LA NORMA ISO 9001:2015 EN LA EMPRESA MANOS AMIGAS S.A.;20171103;20181003;MANOS AMIGAS S.A;MIRAFLORES;LIMA;LIMA;150122;38380;14630;25875.4;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;614-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DEL SISTEMA DE GESTIÃ“N DE LA CALIDAD ISO 9001:2015 EN LA EMPRESA TIERRA DEL MONTE S.C.R.L.;20171103;20191002;TIERRA DEL MONTE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;LURIGANCHO;LIMA;LIMA;150118;38529.66;13970.34;24570;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;615-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA NORMA ISO 22000 PARA LA MEJOR GESTION DE LA INOCUIDAD EN LA EMPRESA TIERRA DEL MONTE S.C.R.L;20171103;20191002;TIERRA DEL MONTE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;LURIGANCHO;LIMA;LIMA;150118;39069.24;14020.48;25110;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - RENOVACIONES Y ACTUALIZACIONES;2017;616-FIDECOM-INNOVATEPERU-CMCRA-2017;MIGRACIÃ“N DEL SGC ISO 9001:2008 A LA ISO 9001:2015;20190108;20200308;TRANSFORMACIONES METAL MECANICAS S A;SAN MARTIN DE PORRES;LIMA;LIMA;150135;15500;23382;12285.71;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;618-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACION DEL SISTEMA DE GESTIÃ“N EN CONTROL Y SEGURIDAD BASC V.5-2017;20180418;20190318;FORTALEZA SECURITY GROUP SOCIEDAD ANONIMA CERRADA - FORTALEZA SECURITY GROUP_S.A.C.;SAN ISIDRO;LIMA;LIMA;150131;13071.19;10428.81;3725;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;620-FIDECOM-INNOVATEPERU-CMCEI-2017;"CERTIFICACION ISO 9001-2015 PARA SERVICIO DE IMPORTACIÃ“N\; COMERCIALIZACIÃ“N Y SERVICIO TÃ‰CNICO DE PRODUCTOS Y ACCESORIOS DEL SECTOR AUTOMOTRIZ EN EL MERCADO NACIONAL";20171124;20180724;WF TRADING S.A.C.;SURQUILLO;LIMA;LIMA;150141;36445.81;17471.41;18982.5;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;621-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N DE LAS BUENAS PRÃCTICAS DE MERCADEO Y MANUFACTURA (BPMM) EN LA EMPRESA KUSA  COTTON PERÃš SAC;20171122;20191129;KUSA COTTON PERU S.A.C.;MAGDALENA DEL MAR;LIMA;LIMA;150120;36350;12800;25240;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;622-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N DEL SGC SEGUN ISO 9001:2015 EN EL INSTITUTO PERUANO DE CHEFS;20171130;20190930;INSTITUTO PERUANO DE CHEFS;SAN MIGUEL;LIMA;LIMA;150136;33000;12280;20720;SOLES;20230706;;;;
FINCYT III;PASANTIAS TECNOLÃ“GICAS;2017;624-INNOVATEPERU-PT-2017;TECNOLOGÃA TÃ‰RMICA DE CONCENTRACIÃ“N SOLAR: CURSO EN UNIVERSIDAD DE SEVILLA Y VISITA TÃ‰CNICA-COORDINACIÃ“N PARA COOPERACIÃ“N CON LA PLATAFORMA SOLAR DE ALMERÃA EN ESPAÃ‘A;20180316;20180616;CONSULTORES Y CONTRATISTAS GENERALES SAC;SAN MARTIN DE PORRES;LIMA;LIMA;150135;9500;3000;2204;DOLARES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;625-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA NORMA ISO 9001:2015 EN EMPRESA DE CALIBRACIÃ“N Y MANTENIMIENTO DE EQUIPOS DE MEDICIÃ“N.;20171228;20190628;LO JUSTO S.A.C.;CERRO COLORADO;AREQUIPA;AREQUIPA;40104;31761.27;13482.73;18280;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;626-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA ISO 9001:2015 EN EMPRESA DE CONSTRUCCIÃ“N DE LA REGIÃ“N AREQUIPA.;20180112;20190712;JOSAVA S.A.C. CONTRATISTAS GENERALES;CERRO COLORADO;AREQUIPA;AREQUIPA;40104;35775.71;14521.29;21300;SOLES;20230706;;;;
FOMITEC;CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES;2017;627-INNOVATEPERU-EIN-2017;DESARROLLADORES DE IDEAS SOSTENIBLES;20180104;20200203;"HUARANGA TABRA\; JHOSELYE XIOMY";MAZAMARI;SATIPO;JUNIN;120604;55000;15714.29;7857.14;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;628-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE UN SISTEMA DE GESTIÃ“N DE LA CALIDAD EN BASE A LA NORMA ISO 9001:2015 PARA LA EMPRESA PESA PERU EXPORTACIONES S.A.C.;20171229;20181029;PESA PERU EXPORTACIONES S.A.C.;CARABAYLLO;LIMA;LIMA;150106;39424.3;14695.7;25750;SOLES;20230706;;;;
FINCYT II;MISIONES TECNOLÃ“GICAS;2017;629-INNOVATEPERU-MT-2017;MISIÃ“N TECNOLÃ“GICA A DUBAI PARA LA INDUSTRIA DEL MUEBLE Y MADERAS ;20171120;20180220;ASOCIACION DE EXPORTADORES;SAN BORJA;LIMA;LIMA;150130;21350;17850;3500;DOLARES;20230706;;;;
FINCYT II;MISIONES TECNOLÃ“GICAS;2017;630-INNOVATEPERU-MT-2017;MISIÃ“N TECNOLÃ“GICA DE EMPRESARIOS PANADEROS A LA FERIA GULFOOD DE DUBAI;20171024;20180124;ASOCIACION PERUANA DE EMPRESARIOS DE LA PANADERIA Y PASTELERIA ASPAN;LA VICTORIA;LIMA;LIMA;150115;27400;24900;2500;DOLARES;20230706;;;;
FOMITEC;FOMENTO DE CAPITAL DE RIESGO EN EMPRENDIMIENTO DINÃMICOS Y DE ALTO IMPACTO;2017;631-INNOVATEPERU-FCR-2017;SALKANTAY EXPONENTIAL FUND: PROPUESTA DE PARTICIPACION EN EL CONCURSO DE FOMENTO DE CAPITAL DE RIESGO;20180104;20190304;SOCIEDAD GESTORA DE FONDOS DE INVERSION SALKANTAY CAPITAL PARTNERS S.A.;MIRAFLORES;LIMA;LIMA;150122;290384.08;84057.25;45844.72;SOLES;20230706;;;;
FINCYT II;MISIONES TECNOLÃ“GICAS;2017;632-INNOVATEPERU-MT-2017;MISIÃ“N TECNOLÃ“GICA DE EMPRESARIOS PANADEROS A LA FERIA GULFOOD DE DUBAI;20171024;20180124;ASOCIACION PERUANA DE EMPRESARIOS DE LA PANADERIA Y PASTELERIA ASPAN;LA VICTORIA;LIMA;LIMA;150115;27400;24900;2500;DOLARES;20230706;;;;
FINCYT II;RETO PERÃš RESILIENTE PROYECTOS I+D+i;2017;633-INNOVATEPERU-RPR-2017;DESARROLLO E IMPLEMENTACION DE UN SISTEMA AUTOMÃTICO DE SENSADO Y ALERTA ANTE DESBORDES DEL RIÃ“ CHILI DE LA CIUDAD DE AREQUIPA;20180314;20190914;UNIDAD EJECUTORA 002 - INICTEL-UNI;SAN BORJA;LIMA;LIMA;150130;251420.34;19879.66;44300;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;634-FIDECOM-INNOVATEPERU-CMCEI-2017;&QUOT;;;;;;;;;;;;;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;635-FIDECOM-INNOVATEPERU-CMCEI-2017;&QUOT;;;;;;;;;;;;;;;;
FOMITEC;CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES;2017;636-INNOVATEPERU-EIN-2017;AGROCREDIT;20180816;20200214;"GIRALDO YUPANQUI\; ROBERTO MANUEL";;;;;55000;15714.2;7857;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;637-FIDECOM-INNOVATEPERU-CMCEI-2017;&QUOT;;;;;;;;;;;;;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;638-FIDECOM-INNOVATEPERU-CMCEI-2017;&QUOT;;;;;;;;;;;;;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;639-FIDECOM-INNOVATEPERU-CMCEI-2017;&QUOT;;;;;;;;;;;;;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;640-FIDECOM-INNOVATEPERU-CMCEI-2017;&QUOT;;;;;;;;;;;;;;;;
FINCYT II;PITEI;2017;641-INNOVATEPERU-PITEI-2017;IMPLEMENTACIÃ“N DE UN MÃ“DULO DE GESTIÃ“N DE LA CALIDAD USANDO TÃ‰CNICAS DE PROCESAMIENTO DE LENGUAJE NATURAL;20171215;20190715;R Y R BUYER S.A.C.;CAYMA;AREQUIPA;AREQUIPA;40103;161066.1;19433.9;32550;SOLES;20230706;;;;
FINCYT II;MISIONES TECNOLÃ“GICAS;2017;642-INNOVATEPERU-MT-2017;MISIÃ“N TECNOLÃ“GICA A JAEN -  ESPAÃ‘A  PARA EL FORTALECIMIENTO DE CAPACIDADES  DE LAS EMPRESAS OLIVÃCOLAS EN SANIDAD VEGETAL DEL OLIVO;20171103;20180203;ASOCIACION PRO OLIVO;TACNA;TACNA;TACNA;230101;11080;6300;4790;DOLARES;20230706;;;;
FOMITEC;CAPITAL SEMILLA PARA EMPRENDEDORES INNOVADORES;2017;643-INNOVATEPERU-EIN-2017;SUSTAINABLE FISHERY TRADE;20171213;20190330;PISU SIMONE;;;;;54999.89;15714;7857.14;SOLES;20230706;;;;
FOMITEC;FORTALECIMIENTO DE INCUBADORAS DE NEGOCIOS Y ENTIDADES AFINES - INCUBADORAS Y ACELERADORAS DE NEGOCIOS;2017;644-INNOVATEPERU-IAN-2017;LIQUID VENTURE STUDIO;20180104;20210204;DIGITAL BUSINESS PERU S.A.C.;SAN ISIDRO;LIMA;LIMA;150131;699183.73;825933.07;152820;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;645-FIDECOM-INNOVATEPERU-CMCEI-2017;IMPLEMENTACIÃ“N DE UN SISTEMA DE GESTIÃ“N DE LA SEGURIDAD Y SALUD EN EL TRABAJO EN BASE A LA NORMA ISO 45001:2018 PARA LA EMPRESA SOLUCIONES EN TELECOMUNICACIONES WILL S.A.C.;20171227;20191127;SOLUCIONES EN TELECOMUNICACIONES WILL S.A.C.;SAN MARTIN DE PORRES;LIMA;LIMA;150135;42670;18577.9;26785;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;647-FIDECOM-INNOVATEPERU-CMCEI-2017;"IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DEL SISTEMA HACCP PARA EL FRACCIONAMIENTO\; ENVASADO Y ALMACENAMIENTO DE ARROZ PILADO\; AZÃšCAR\; FRIJOL CASTILLA\; FRIJOL PANAMITO\; ARVEJA VERDE PARTIDA\; LENTEJA Y PALLAR";20171127;20180927;AGRONEGOCIOS SICAN SAC;FERREÃ‘AFE;FERREÃ‘AFE;LAMBAYEQUE;140201;35240;14105.2;22800;SOLES;20230706;;;;
FINCYT II;PITEI;2017;648-INNOVATEPERU-PITEI-2017;DESARROLLO DE UN PROTOTIPO DE OZONIFICADOR CON TAMBOR ROTATORIO PARA LA ESTERILIZACIÃ“N DE HARINA DE MACA.;20171215;20190815;TECNOFOOD SAC;CHORRILLOS;LIMA;LIMA;150108;177941.7;27002.3;38000;SOLES;20230706;;;;
FINCYT II;RETO PERÃš RESILIENTE PROYECTOS I+D+i;2017;649-INNOVATEPERU-RPR-2017;IDENTIFICACIÃ“N DEL PELIGRO Y POTENCIAL SÃSMICO EN EL ÃREA DEL GAP (SILENCIO) SÃSMICO DE NAZCA (SUR ICA - NORTE AREQUIPA) UTILIZANDO MEDICIONES PRECISAS DE DEFORMACIÃ“N DE LA CORTEZA TERRESTRE CON INSTRUMENTOS GNSS PARA UNA MEJOR ESTIMACIÃ“N DEL RIESGO;20180314;20190714;INSTITUTO GEOFISICO DEL PERU;ATE;LIMA;LIMA;150103;245867.13;19500;65900;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;650-FIDECOM-INNOVATEPERU-CMCEI-2017;CERTIFICACIÃ“N DEL SISTEMA DE GESTIÃ“N DE LA CALIDAD ISO 9001:2015 PARA EL PROCESO DE PRODUCCION Y COMERCIALIZACION DE FERTILIZANTES ORGANICOS;20171122;20190422;FERTILIZANTES ORGANICOS S.A.C.;PUEBLO LIBRE;LIMA;LIMA;150121;34994.6494;53893.729;27732.29;SOLES;20230706;;;;
FINCYT II;"POPULARIZACIÃ“N DE LA CIENCIA\; TECNOLOGÃA\; INNOVACIÃ“N Y EMPRENDIMIENTO";2017;651-INNOVATEPERU-PCTI-2017;DESARROLLO DE TRES (03) PROGRAMAS EDUCATIVOS PARA LA POPULARIZACIÃ“N DE LAS CIENCIAS MARINAS Y LA INNOVACIÃ“N PRODUCTIVA EN EL BALNEARIO TURÃSTICO DE LOS Ã“RGANOS;20171220;20181020;AGROMAR DEL PACIFICO S.A;SAN ISIDRO;LIMA;LIMA;150131;97796.62;12203.38;133700;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2017;653-FIDECOM-INNOVATEPERU-CMCEI-2017;OBTENCIÃ“N DE LA CERTIFICACIÃ“N LA ISO: 9001: 2015 E IMPLEMENTACIÃ“N DEL SISTEMA PARA EL MEJORAMIENTO DE CALIDAD EN LAS OPERACIONES EN LA EMPRESA INCOD CONTRATISTAS GENERALES S.R.L.;20171227;20200325;INCOD CONTRATISTAS GENERALES S.R.L.;AREQUIPA;AREQUIPA;AREQUIPA;40101;44977.71;19242.29;25854;SOLES;20230706;;;;
