FONDO;CONCURSO;ANIO;CONTRATO;TITULO;FECHA_INICIO;FECHA_FIN;NOMBRE_SOLICITANTE;DISTRITO;PROVINCIA;DEPARTAMENTO;UBIGEO;MONTO_RNR;MONTO_FINANCIERO;MONTO_NO_FINANCIERO;MONEDA;FECHA_CORTE;;;;
FINCYT II;INV. APLICADA;2015;136-PNICP-PIAP-2015;OPTIMIZACIÃ“N ENERGÃ‰TICA DEL PROCESO DE ELABORACIÃ“N DE AZÃšCAR ORGÃNICA MEDIANTE LA IMPLEMENTACIÃ“N DE UN INTERCAMBIADOR DE CALOR DE TIPO PIROTUBULAR;20150716;20171215;UNIVERSIDAD;PIURA;PIURA;PIURA;200101;396880;0;153300;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;137-PNICP-PIAP-2015;DIAGNÃ“STICO INTELIGENTE DE TOXOPLASMA GONDII EN PACIENTES INMUNOSUPRIMIDOS EMPLEANDO NANOPARTÃCULAS;20150716;20170915;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;318793;0;424516;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;138-PNICP-PIAP-2015;"TEST GENÃ‰TICO-EPIGENÃ‰TICO NO INVASIVO PARA CÃNCER DE MAMA UTILIZANDO ÃCIDOS NUCLEICOS CIRCULANTES (CFNAS) COMO BIOMARCADORES\; PREDICTORES DE PRONÃ“STICO Y RESPUESTA A TRATAMIENTO.";20150813;20180812;UNIVERSIDAD;SANTA ANITA;LIMA;LIMA;150137;396535.12;140336;796400;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;139-PNICP-PIAP-2015;"OBTENCIÃ“N Y CARACTERIZACIÃ“N DE ALMIDONES NATIVOS Y MODIFICADOS\; PROVENIENTES DE PAPAS NATIVAS PERUANAS\; PARA SU APLICACIÃ“N COMO ENCAPASULANTES DE EXTRACTOS VEGETALES CON PROPIEDADES FUNCIONALES";20150717;20181216;UNIVERSIDAD;LA MOLINA;LIMA;LIMA;150114;397498.2;0;183692;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;140-PNICP-PIAP-2015;DESCONTAMINACIÃ“N DE EFLUENTES MEDIANTE EL USO DE NANOCOMPUESTOS DE CARBONO INSERTADOS EN LA ESTRUCTURA POROSA DE LA DIATOMITA;20150807;20180106;UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA;SANTA ANITA;LIMA;LIMA;150137;395336.4;0;298560;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;141-PNICP-PIAP-2015;APLICACIÃ“N DE TÃ‰CNICAS INNOVADORAS EN LA PROPAGACIÃ“N CLONAL E INOCULACIÃ“N MICORRÃZICA DE PLANTAS MATRICES DE CAFÃ‰ (COFFEA ARABICA L.) CON ALTA PRODUCTIVIDAD EN LA REGIÃ“N AMAZONAS.;20151119;20181219;INSTITUTO DE INVESTIGACIONES DE LA AMAZONIA PERUANA;IQUITOS;MAYNAS;LORETO;160101;397070;0;280717.6;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;142-PNICP-PIAP-2015;COLECCIÃ“N DE CEPAS DE GLUCONACETOBACTER DIAZOTROPHICUS PARA MEJORAR EL POTENCIAL PRODUCTIVO DE LOS PRINCIPALES CULTIVOS DE LA COSTA NORTE DEL PERÃš;20150806;20190730;UNIVERSIDAD NACIONAL DE TRUJILLO;TRUJILLO;TRUJILLO;LA LIBERTAD;130101;396901.62;0;112064.4;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;143-PNICP-PIAP-2015;DESARROLLO E IMPLEMENTACIÃ“N DE PROCESOS TECNOLÃ“GICOS DE VALIDACIÃ“N ANALÃTICA Y BIOACTIVA PARA FUCOIDANO DE ALGAS PARDAS COMO SUPLEMENTOS NUTRICIONALES PARA HUMANOS;20150805;20190204;UNIVERSIDAD;LA MOLINA;LIMA;LIMA;150114;389515.85;0;66800;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;144-PNICP-PIAP-2015;"DETERMINACIÃ“N DE LOS REQUERIMIENTOS DE PROTEÃNA Y ENERGÃA DIGESTIBLE DEL PAICHE Y SÃBALO COLA ROJA\; A PARTIR DEL VALOR NUTRICIONAL DE 4 INGREDIENTES\; BAJO CONDICIONES DE CULTIVO EN LA SELVA CENTRAL DEL PERÃš.";20150715;20190114;UNIVERSIDAD;LA MOLINA;LIMA;LIMA;150114;373696.62;39445.91;38036;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;145-PNICP-PIAP-2015;"ESTUDIO Y DESARROLLO TEÃ“RICO EXPERIMENTAL PARA OBTENCIÃ“N DE PLANTA PILOTO DE BIODIGESTOR CON PARÃMETROS CONTROLADOS MEDIANTE APLICACIÃ“N DE SISTEMAS EMBEBIDOS\; PARA APROVECHAR EL POTENCIAL ENERGÃ‰TICO Y FERTILIZADOR DE LOS RESIDUOS DE LA CÃSCARA DE CACAO.";20150716;20180716;UNIVERSIDAD;PIURA;PIURA;PIURA;200101;393201.5;0;236160;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;146-PNICP-PIAP-2015;SISTEMA DE ESCRITURA DE TEXTO MEDIANTE SEÃ‘ALES CEREBRALES;20150807;20180806;UNIVERSIDAD DE INGENIERIA Y TECNOLOGIA;SANTA ANITA;LIMA;LIMA;150137;397051;0;282060;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;147-PNICP-PIAP-2015;IMPACTO DE VERTIDOS PETROGÃ‰NICOS SOBRE EL ECOSISTEMA Y LA FAUNA ACUÃTICA EN LA AMAZONÃA (REGIÃ“N LORETO);20151110;20190709;INSTITUTO DE INVESTIGACIONES DE LA AMAZONIA PERUANA;IQUITOS;MAYNAS;LORETO;160101;397500.02;0;188953.2;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;148-PNICP-PIAP-2015;IDENTIFICACIÃ“N Y PRODUCCIÃ“N POR PHAGE DISPLAY DE UN PANEL DE ANTICUERPOS MONOCLONALES DE DOMINIO ÃšNICO PARA EL DIAGNÃ“STICO DE LEISHMANIASIS CUTÃNEA EN CENTROS DE ATENCIÃ“N PRIMARIA DE SALUD.;20150709;20180708;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;180610.53;25740.67;19440;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;149-PNICP-PIAP-2015;DESARROLLO Y EVALUACIÃ“N DEL POTENCIAL REGENERATIVO DE UN GEL RICO EN FACTORES DE CRECIMIENTO PLAQUETARIOS Y CÃ‰LULAS MADRE MESENQUIMALES PARA LA CICATRIZACIÃ“N DE ÃšLCERAS CUTÃNEAS.;20150714;20180413;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;227050.49;0;217999.99;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;150-PNICP-PIAP-2015;DESARROLLO DE UN SISTEMA DE RIEGO DE ALTA PRECISIÃ“N BASADO EN CONTROLADOR DE BALANCE HÃDRICO Y MODELO PENMAN-MONTEITH;20150625;20190624;INST. DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO CENTRO DE FORMACION PROFESIONAL BINACIONAL;LAS LOMAS;PIURA;PIURA;200111;302190.55;15574.58;203400;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;151-PNICP-PIAP-2015;DETERMINACIÃ“N DE RESISTENCIA A PIRAZINAMIDA EN MYCOBACTERIUM TUBERCULOSIS MEDIANTE LA DETECCIÃ“N DE ÃCIDO PIRAZINOICO UTILIZANDO TMRNA Y NANOPARTÃCULAS MAGNÃ‰TICAS A PARTIR DE MUESTRAS DE ESPUTO;20150709;20180708;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;397500;0;170656;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;152-PNICP-PIAP-2015;IMPLEMENTACIÃ“N DE UN PILOTO DE SISTEMA AUTOMÃTICO DE ALERTA DE EMERGENCIAS EN LA CUENCA DEL RIO CHILI EMPLEANDO LA RADIODIFUSIÃ“N PARA LA CIUDAD DE AREQUIPA;20150714;20190613;UNIDAD EJECUTORA 002 - INICTEL-UNI;SAN BORJA;LIMA;LIMA;150130;394801.2;0;106540;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;153-PNICP-PIAP-2015;SISTEMA PORTATIL-COSTO-EFECTIVO PARA EL DIAGNOSTICO PRECOZ DE AUTISMO EN NIÃ‘OS;20150709;20170708;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;397500;0;371850;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;154-PNICP-PIAP-2015;DETECCIÃ“N TEMPRANA POR TÃ‰CNICAS ULTRASONICAS DE LA RESPUESTA TERAPÃ‰UTICA AL TRATAMIENTO DE LEISHMANIASIS CUTÃNEA EN PACIENTES;20150717;20180716;UNIVERSIDAD;SAN MIGUEL;LIMA;LIMA;150136;396800;0;293568;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;155-PNICP-PIAP-2015;MELAPP: CREACIÃ“N Y VALIDACIÃ“N DE UN SISTEMA INTEGRAL MÃ“VIL ASINCRÃ“NICO PARA EL DIAGNÃ“STICO REMOTO DE MELANOMA EN EL PERÃš.;20150709;20180708;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;397400.75;0;126386.4;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;157-PNICP-PIAP-2015;"IDENTIFICACIÃ“N\; CARACTERIZACIÃ“N Y APLICACIÃ“N COSMECÃ‰UTICA DE PROTEINAS DE LEVADURA Y OLIGOPÃ‰PTIDOS DE SECUENCIA ALEATORIA CON ACTIVIDAD FOTOPROTECTORA O ANTIOXIDANTE";20150703;20190702;UNIVERSIDAD;LA MOLINA;LIMA;LIMA;150114;396880;0;93720;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;158-PNICP-PIAP-2015;OPTIMIZACIÃ“N DEL PROCESO DE PRODUCCIÃ“N DE METABOLITOS MICROBIANOS Y SU USO COMO HERRAMIENTA DE BIOCONTROL DE FITOPATÃ“GENOS EN EL CULTIVO DE FRIJOL (PHASEOLUS VULGARIS);20150716;20190715;UNIVERSIDAD;LA MOLINA;LIMA;LIMA;150114;397499.96;0;219273.01;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;159-PNICP-PIAP-2015;"DEL CACAO AL CHOCOLATE: ESTUDIO MORFOLÃ“GICO\; GENÃ“MICO\; METABOLÃ“MICO Y SENSORIAL DEL CACAO CHUNCHO DEL CUSCO PARA EL ASEGURAMIENTO DE SU CALIDAD Y LA INNOVACIÃ“N DE LA INDUSTRIA CHOCOLATERA PERUANA";20150709;20180108;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;397496;0;54664;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;160-PNICP-PIAP-2015;PRODUCCIÃ“N DE UN CÃ“CTEL DE BACTERIÃ“FAGOS CAPAZ DE REDUCIR O ELIMINAR BACTERIAS CONTAMINANTES EN ALIMENTOS;20150807;20190406;UNIVERSIDAD;LIMA;LIMA;LIMA;150101;397500;0;95138;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2015;161-FIDECOM-PNICP-CMCEI-2015;MEJORA DE CALIDAD;20150814;20161213;TRANSFORMACIONES METAL MECANICAS S A;SAN MARTIN DE PORRES;LIMA;LIMA;150135;31108.15;30287.5;17620.65;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;162-PNICP-PIAP-2015;PROSPECCIÃ“N DEL USO DE PLANTAS NATIVAS PARA LA FITORREMEDIACIÃ“N DE SUELOS CONTAMINADOS POR LA ACTIVIDAD MINERA;20150714;20171113;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;397500;0;59454.14;SOLES;20230706;;;;
FINCYT II;AGENDAS DE INNOVACIÃ“N TECNOLÃ“GICA;2015;165-PNICP-AIT-2015;AGENDA DE INNOVACIÃ“N TECNOLOGICA DE LA CADENA DE VALOR DE CAFÃ‰ EN LA SELVA CENTRAL.;20150612;20171111;CENTRAL DE ORGANIZACIONES PRODUCTORAS DE CAFE Y CACAO DEL PERU- CAFE PERU;LIMA;LIMA;LIMA;150101;550000;212500;33150;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;166-PNICP-PIAP-2015;SISTEMA ELECTROMECÃNICO DE SIMULACIÃ“N SÃSMICA CON MOVIMIENTO REPRODUCIDO MEDIANTE SOFTWARE BASADO EN REGISTROS SÃSMICOS DEL PERÃš PARA EVALUAR EL COMPORTAMIENTO SISMO-RESISTENTE DE SISTEMAS CONSTRUCTIVOS EN GENERAL;20150716;20181014;UNIVERSIDAD RICARDO PALMA;SANTIAGO DE SURCO;LIMA;LIMA;150140;314525;0;465060;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;167-PNICP-PIAP-2015;"OBTENCIÃ“N Y CARACTERIZACIÃ“N DEL PRIMER AISLADO DE NEOSPORA CANINUM  CAUSANTE DE ABORTOS Y MORTALIDAD NEONATAL EN LA PRODUCCIÃ“N BOVINA LECHERA DEL PERÃš\; CON FINES INMUNODIAGNÃ“STICO Y VACUNAL.";20150710;20181224;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;397425.84;0;827850;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;168-PNICP-PIAP-2015;USO DE EMBRIONES DE PEZ CEBRA PARA LA RÃPIDA Y ECONÃ“MICA EVALUACIÃ“N DE POTENCIALES COMPUESTOS ANTI-NEURODEGENERATIVOS A GRAN ESCALA;20150716;20180715;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;397500;0;156550;SOLES;20230706;;;;
FINCYT II;ESTANCIAS CORTAS DE INVESTIGADORES;2015;169-PNICP-ECIP-2015;USO DE MATERIALES LIGNOCELULOSICOS NATIVOS Y QUIMICAMENTE  MODIFICADOS PARA LA ELIMINACION DE NUEVOS CONTAMINANTES EMERGENTES ;20150721;20160621;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;20000;0;5000;DOLARES;20230706;;;;
FINCYT II;BECAS DE REPATRIACIÃ“N DE INVESTIGADORES;2015;170-PNICP-BRI-2015;"ESTUDIO DEL POTENCIAL FUNCIONAL DE MAÃZ (ZEA MAYS L.) NATIVO DE LA REGIÃ“N AREQUIPA A TRAVÃ‰S DE SU CARACTERIZACIÃ“N EN COMPUESTOS POLIFENÃ“LICOS Y BIOACTIVIDAD RELEVANTE A LA SALUD RELACIONADA CON SU POTENCIAL ANTIOXIDANTE\; ANTIHIPERGLICÃ‰MICO\; ANTIOBESIDAD Y ANTIMICROBIANO UTILIZANDO MODELOS IN VITRO.";20150715;20180714;UNIVERSIDAD;LA MOLINA;LIMA;LIMA;150114;229727.1;0;96872;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2015;172-FIDECOM-PNICP-CMCEI-2015;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N ISO 9001 EN QETZAL S.A.C;20150709;20170408;QETZAL SAC;TRUJILLO;TRUJILLO;LA LIBERTAD;130101;39808.5;13908.5;25900;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2015;174-FIDECOM-PNICP-CMCEI-2015;IMPLEMENTACIÃ“N DEL SISTEMA DE GESTIÃ“N DE SEGURIDAD ALIMENTARIA ISO 22000 EN LA LNEA DE PRODUCCIN DE PULPAS DE FRUTA DE  UNIÃ“N DE NEGOCIOS CORPORATIVOS SAC;20150626;20161226;UNION DE NEGOCIOS CORPORATIVOS SOCIEDAD ANONIMA CERRADA;LA MOLINA;LIMA;LIMA;150114;42000;29949.72;24300;SOLES;20230706;;;;
FINCYT II;DIAG. PARA LA ACREDITACIÃ“N DE LABORATORIOS;2015;175-PNICP-DAL-2015;DIAGNOSTICO PARA LA ACREDITACION DEL LABORATORIO DE RESONANCIA MAGNETICA NUCLEAR DE LA PUCP;20150717;20151017;UNIVERSIDAD;SAN MIGUEL;LIMA;LIMA;150136;12700;5725;0;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;176-PNICP-PIAP-2015;SISTEMA DE VERIFICACIÃ“N AUTOMÃTICA DE FIRMAS Y SU APLICACIÃ“N A LA VERIFICACIÃ“N DE FIRMAS DE ADHERENTES PARA LA INSCRIPCIÃ“N DE ORGANIZACIONES POLÃTICAS.;20150717;20190416;UNIVERSIDAD;LIMA;LIMA;LIMA;150101;258980;0;66456;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;177-PNICP-PIAP-2015;DESARROLLO DE NUEVOS FOTOSENSIBILIZADORES PARA SU APLICACIÃ“N EN LA TERAPIA FOTODINÃMICA DE LA LEISHMANIASIS CUTÃNEA;20150717;20190825;UNIVERSIDAD;LIMA;LIMA;LIMA;150101;397438;0;362040;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;178-PNICP-PIAP-2015;"DETERMINACIÃ“N DEL ESTATUS DE LA GRANADILLA (PASSIFLORA LIGULARIS)\; COMO NO HOSPEDANTE DE MOSCAS DE LA FRUTA\; PARA FACILITAR SU ACCESO AL MERCADO INTERNACIONAL.";20151029;20190628;SERVICIO NACIONAL DE SANIDAD AGRARIA;LA MOLINA;LIMA;LIMA;150114;353994.23;62095.08;232200;SOLES;20230706;;;;
FINCYT II;EMPRENDEDORES INNOVADORES;2015;179-PNICP-EI-2015;[IFURNITURE];20150626;20171207;CAYCHO Ã‘UFLO DE UEHARA IRIS VANEZA;CHORRILLOS;LIMA;LIMA;150108;55000;7142;14285;SOLES;20230706;;;;
FINCYT II;EMPRENDIMIENTOS DINAMICOS Y DE ALTO IMPACTO;2015;180-PNICP-EDAI-2015;OMMM - TRANSFORMANDO EL TRÃNSITO DE LA CIUDAD.;20150807;20160807;TRANSPORTE Y LOGISTICA INTELIGENTE S.A.C.;BARRANCO;LIMA;LIMA;150104;150700;23000;40000;SOLES;20230706;;;;
FINCYT II;MISIONES TECNOLÃ“GICAS;2015;181-PNICP-MT-2015;MISIÃ“N TECNOLÃ“GICA A ALEMANIA PARA EMPRESAS DEL SECTOR AGROEXPORTADOR;20160331;20160430;INSTITUTO PERUANO DE ACCION EMPRESARIAL;SAN ISIDRO;LIMA;LIMA;150131;14290;13660;630;DOLARES;20230706;;;;
FINCYT II;ESTANCIAS CORTAS DE INVESTIGADORES;2015;183-PNICP-ECIP-2015;FABRICACIÃ“N DE DISPOSITIVOS DE NUEVOS MATERIALES DE GRAFENOS: APLICACIONES EN NANOTECNOLOGÃA;20150724;20160724;UNIVERSIDAD;RIMAC;LIMA;LIMA;150128;20000;0;5000;DOLARES;20230706;;;;
FINCYT II;INV. APLICADA;2015;184-PNICP-PIAP-2015;"APLICACIÃ“N DE CÃ“DIGO DE BARRA DE ADN PARA LA IDENTIFICACIÃ“N DE GENTIANELLA ALBOROSEA\; LEPIDIUM MEYENII Y CROTON LECHLERI CULTIVADOS EN LA REGIÃ“N JUNÃN";20150807;20190706;UNIVERSIDAD;LIMA;LIMA;LIMA;150101;314830;0;93500;SOLES;20230706;;;;
FINCYT II;MISIONES TECNOLÃ“GICAS;2015;185-PNICP-MT-2015;MISIÃ“N TECNOLÃ“GICA A EUROPA PARA CONOCER LA INDUSTRIA Y COMERCIALIZACIÃ“N DE CAFÃ‰S CERTIFICADOS Y ESPECIALES PARA CONSUMO FINAL;20150610;20150710;CENTRAL DE ORGANIZACIONES PRODUCTORAS DE CAFE Y CACAO DEL PERU- CAFE PERU;LIMA;LIMA;LIMA;150101;16244.28;12514.93;3732.58;DOLARES;20230706;;;;
FINCYT II;EMPRENDIMIENTOS DINAMICOS Y DE ALTO IMPACTO;2015;186-PNICP-EDAI-2015;DEVACADEMY;20150624;20161223;DEVACADEMY S.A.C.;ICA;ICA;ICA;110101;92400;12000;24000;SOLES;20230706;;;;
FINCYT II;EMPRENDEDORES INNOVADORES;2015;187-PNICP-EI-2015;HOOPE. COMPROMÃ‰TETE CON TU SALUD;20150626;20160226;IRINA RYMSHINA;SANTIAGO DE SURCO;LIMA;LIMA;150140;53900;7000;14000;SOLES;20230706;;;;
FINCYT II;DIAG. PARA LA ACREDITACIÃ“N DE LABORATORIOS;2015;188-PNICP-DAL-2015;"DIAGNOSTICO PARA LA ACREDITACION DE SERVICIOS DE DETECCION DE EVENTOS TRANSGENICOS TNOS Y P35S EN MAIZ\; ALGODON Y SOYA BAJO LA  NORMA NTP-ISO/IEC 17025:2006";20150701;20151001;BIO LINKS S.A.;MAGDALENA DEL MAR;LIMA;LIMA;150120;2201.5;943.5;0;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;189-PNICP-PIAP-2015;ANÃLISIS PROTEÃ“MICO Y METABOLÃ“MICO FOCALIZADO DE TUBÃ‰RCULOS DE MASHUA (TROPAEOLUM TUBEROSUM RUÃZ & PAVÃ“N) SOMETIDOS A ESTRESES ABIÃ“TICOS POST-COSECHA: Ã‰NFASIS EN LAS RUTAS METABÃ“LICAS INVOLUCRADAS EN LA SÃNTESIS DE GLUCOSINOLATOS Y ANTIOXIDANTES;20150708;20190107;UNIVERSIDAD;LA MOLINA;LIMA;LIMA;150114;397500;0;357683.1;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;190-PNICP-PIAP-2015;EVALUACIÃ“N DE MICRORNAS CIRCULANTES DE TAENIA SOLIUM EN SUERO DE CERDOS PARA DETERMINAR NEUROCISTICERCOSIS ACTIVA;20150716;20180115;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;397500;0;204690;SOLES;20230706;;;;
FINCYT II;BECAS DE REPATRIACIÃ“N DE INVESTIGADORES;2015;191-PNICP-BRI-2015;"\ANÃLISIS TRANSCRIPTÃ“MICO DE BIOPELÃCULAS MIXTAS DE TRICHODERMA REESEI Y ASPERGILLUS NIGER MEDIANTE SECUENCIAMIENTO DE ARN (RNA-SEQ) ORIENTADO A LA PRODUCCIÃ“N DE CELULASAS Y HEMICELULASAS\""""";20150812;20180811;UNIVERSIDAD;LA MOLINA;LIMA;LIMA;150114;230600.47;0;93214.3;SOLES;20230706;;;;
FINCYT II;AGENDAS DE INNOVACIÃ“N TECNOLÃ“GICA;2015;192-PNICP-AIT-2015;AGENDA DE INNOVACIÃ“N TECNOLÃ“GICA PARA PROMOVER LA COMPETITIVIDAD DE LA CADENA DE VALOR DEL PISCO.;20150625;20171123;ASOCIACION NACIONAL DE PRODUCTORES DE PISCO -ASOCIACION CIVIL;MIRAFLORES;LIMA;LIMA;150122;433463.04;142300;32400;SOLES;20230706;;;;
FIDECOM;MEJORA DE LA CALIDAD - INDIVIDUAL;2015;193-FIDECOM-PNICP-CMCEI-2015;IMPLEMENTACIÃ“N DE LA NORMA ISO 9001:2008 PARA LA CERTIFICACIÃ“N DEL PROCESO DE CAPACITACIÃ“N;20151029;20180528;INGENIERIA Y SERVICIOS TECNOLOGICOS S.A.C.;LINCE;LIMA;LIMA;150116;21100;11100;12415;SOLES;20230706;;;;
FINCYT II;EMPRENDEDORES INNOVADORES;2015;194-PNICP-EI-2015;TRAVEL DRONE;20150708;20160608;ENRIQUEZ CORONADO DAVID JORDAN;SANTA ANITA;LIMA;LIMA;150137;51700;10000;12000;SOLES;20230706;;;;
FINCYT II;DIAG. PARA LA ACREDITACIÃ“N DE LABORATORIOS;2015;195-PNICP-DAL-2015;PROYECTO DE DIAGNÃ“STICO PARA ACREDITACIÃ“N DEL LABORATORIO TECCIOS S.A.C. BAJO LA NORMA NTP-ISO/IEC 17025:2006;20151012;20160112;TECCIOS S.A.C.;SANTIAGO DE SURCO;LIMA;LIMA;150140;4147.5;1777.5;0;SOLES;20230706;;;;
FINCYT II;EMPRENDIMIENTOS DINAMICOS Y DE ALTO IMPACTO;2015;196-PNICP-EDAI-2015;STRATEGIO;20150701;20170530;INTELIGENCIA DE VENTAS S.A.C;SANTIAGO DE SURCO;LIMA;LIMA;150140;150700;19572;39142;SOLES;20230706;;;;
FINCYT II;EMPRENDEDORES INNOVADORES;2015;197-PNICP-EI-2015;SISTEMA DIGITAL PARA EVITAR ACCIDENTES DE TRÃNSITO Y ACCIDENTES EN EL TRABAJO POR FATIGA;20150626;20170125;UMPIRE ALVAREZ LUIS IVAN;MAGDALENA DEL MAR;LIMA;LIMA;150120;54813;7633;21000;SOLES;20230706;;;;
FINCYT II;EMPRENDIMIENTOS DINAMICOS Y DE ALTO IMPACTO;2015;198-PNICP-EDAI-2015;APLICACIÃ“N WEB Y MOVIL DE CROWDSHOPPING ESPECIALIZADA EN MODA Y ESTILO DE VIDA;20150626;20170525;VIP SOUL S.A.C.;SAN BORJA;LIMA;LIMA;150130;150660.4;21241.67;38000;SOLES;20230706;;;;
FINCYT II;EMPRENDIMIENTOS DINAMICOS Y DE ALTO IMPACTO;2015;200-PNICP-EDAI-2015;TURISMOI;20150703;20161129;TURISMOI.PE SOCIEDAD ANONIMA CERRADA;MIRAFLORES;LIMA;LIMA;150122;150700;19571.4;39142;SOLES;20230706;;;;
FINCYT II;EMPRENDEDORES INNOVADORES;2015;201-PNICP-EI-2015;MOBITICKET;20150625;20170202;SCOTTO WONG JORGE ANDERSON;MIRAFLORES;LIMA;LIMA;150122;38500;5000;10000;SOLES;20230706;;;;
FINCYT II;PITEI;2015;202-PNICP-PITEI-2015;"DESARROLLO DE UN MECANISMO AUTOMÃTICO DE TENSION UNIFORME DE ALTA PRECISIÃ“N PARA CARDAS MECÃNICAS\; ORIENTADO A LA MEJORA DE LA CALIDAD DE HILADOS DE EXPORTACIÃ“N Y REDUCCIÃ“N DE FALLAS EN EMPRESAS TEXTILES";20150818;20170429;INCALPACA TEXTILES PERUANOS DE EXPORT SA;SACHACA;AREQUIPA;AREQUIPA;40117;263859.68;39901.92;57300;SOLES;20230706;;;;
FINCYT II;INV. APLICADA;2015;203-PNICP-PIAP-2015;TELEJAMPIQ: SISTEMA DE TELEMEDICINA PARA EL MONITOREO Y TOMA DE DECISIONES DEL PACIENTE EN CUIDADOS CRÃ“NICOS Y PALIATIVOS;20150710;20171109;UNIVERSIDAD;SAN MARTIN DE PORRES;LIMA;LIMA;150135;388473;0;118800;SOLES;20230706;;;;
FINCYT II;EMPRENDIMIENTOS DINAMICOS Y DE ALTO IMPACTO;2015;204-PNICP-EDAI-2015;TUPUY;20150716;20170429;TUPUY COMPANY S.A.C.;LA MOLINA;LIMA;LIMA;150114;150700;19571;39143;SOLES;20230706;;;;
FINCYT II;PITEI;2015;206-PNICP-PITEI-2015;DESARROLLO DE UN NUEVO METODO DE COMERCIALIZACION: DELIVERY EXPRESS DE PACKS DE MEDIAS DE NYLON A TRAVÃ‰S DE UN APP PARA CELULARES;20150922;20180921;REPRIND S.A.C.;ATE;LIMA;LIMA;150103;263923.72;41879.16;77100;SOLES;20230706;;;;
FINCYT II;PITEI;2015;207-PNICP-PITEI-2015;"MEJORAMIENTO DEL PROCESO DE FABRICACIÃ“N PARA OBTENER UN PRODUCTO DE CALIDAD CON LA INTEGRACIÃ“N DE UN BRAZO ROBOTICO\; POSICIONADOR Y EQUIPO DE VALIDACIÃ“N PARA ESTERILIZADORES A VAPOR.";20150731;20180429;ESTERILIZA SOCIEDAD ANONIMA;LIMA;LIMA;LIMA;150101;279945.75;98354.25;187200;SOLES;20230706;;;;
